A_AA,A_AT,A_CA,A_GC,A_TC,A_TT,C_AC,C_GA,C_TT,G_AG,G_AT,G_CG,G_GA,G_GC,G_GG,G_TC,G_TT,T_AT,T_CC,T_GA,T_GC,T_GG,T_TT,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3
-0.4993044247971477,-0.3282966107633057,-0.26195321494968205,-0.4554772878491784,-0.5728160473151205,-0.12047695564736573,-0.4476086282189812,-0.362770109839966,-0.6189496537900232,-0.4997336582449442,-0.38299210493998975,-0.47209037336384896,-0.4167293422513535,-0.4618806626484574,-0.49911463873166284,-0.47572421625068395,-0.14809051104321158,-0.46650212754115983,-0.3656215891884091,-0.5205171706247315,-0.4837289521931159,-0.44769818676554096,-0.08341445250321768,0.3212696415120972,0.0676340150051502,-0.031259747529124284,-0.026691226428253726,-0.03565001093394762
-0.07062529692854394,-0.3282966107633057,0.2451156782656481,-0.021986922386190575,-0.3743580981789526,-0.12047695564736573,-0.3220794176547038,-0.362770109839966,-0.24403662213639649,0.1313088900422437,0.5044738621969842,-0.34418491926561584,0.004791230003923322,-0.10870433564284986,-0.27543860729456804,-0.18771489048448378,-0.2270788422059055,-0.2646948535827465,-0.45381681541592733,-0.31778216253361985,-0.3795309413080513,-0.2698454824340247,0.04773718667352818,-0.16818475213492307,0.10805012247968032,0.37841033673246005,0.5745221180709504,0.8387643527961777
-0.4993044247971477,-0.3282966107633057,-0.515487661557347,-0.5174044829153196,-0.2751291236108687,-0.12047695564736573,-0.5731378387832584,-0.22859486373477308,-0.11906561158518758,-0.45465919051014503,-0.38299210493998975,-0.34418491926561584,-0.45888139947688117,-0.4618806626484574,-0.4096442261568249,-0.47572421625068395,-0.3850555045312933,-0.36559849056195315,-0.5420120416434456,-0.5205171706247315,-0.27533293042298673,-0.2698454824340247,0.4411921042037657,0.12066969445661505,0.1451006055710417,0.17281791003743965,0.4511378916010648,0.5461434105886366
-0.28496486086284584,-0.13192056322497997,-0.17744173274712702,-0.4554772878491784,-0.2751291236108687,-0.36710037073726737,-0.19655020709042656,-0.4298577328925624,-0.3690076326876054,-0.45465919051014503,-0.38299210493998975,-0.5360431004129655,-0.4167293422513535,-0.4618806626484574,-0.49911463873166284,-0.5717273248394174,-0.3060671733685994,-0.2646948535827465,-0.2774263629608908,-0.38536049856399035,-0.3795309413080513,-0.44769818676554096,0.3100404650270199,0.019851438980547136,0.1780993577787949,0.25687507686415073,0.20471191492012358,0.20629929139304695
-0.42785790348571373,-0.5246726583016313,-0.515487661557347,-0.4554772878491784,-0.3743580981789526,-0.36710037073726737,-0.3220794176547038,-0.362770109839966,-0.11906561158518758,-0.4095847227753459,-0.30231338065481034,-0.5360431004129655,-0.3745772850258258,-0.4618806626484574,-0.4096442261568249,-0.37972110766195055,-0.3850555045312933,-0.5674057645203665,-0.45381681541592733,-0.31778216253361985,-0.4837289521931159,-0.5069824215427131,-0.21456609167996352,0.7842353051341597,0.5048036086242998,0.45521958111579247,0.5572095635167902,0.47916715990744846
-0.4993044247971477,-0.3282966107633057,-0.43097617935479204,-0.4554772878491784,-0.5728160473151205,-0.4904120782822182,-0.4476086282189812,-0.4969453559451589,-0.24403662213639649,-0.4997336582449442,-0.4636708292251692,-0.47209037336384896,-0.45888139947688117,-0.4618806626484574,-0.49911463873166284,-0.47572421625068395,-0.3850555045312933,-0.5674057645203665,-0.45381681541592733,-0.5205171706247315,-0.17113491953792215,-0.5069824215427131,0.04773718667352818,0.25166126227687363,-0.8969962023679724,-1.0544460939360139,-1.7507282208619135,-1.6876488666347413
-0.28496486086284584,-0.13192056322497997,-0.09293025054457199,-0.20776850758461393,-0.5728160473151205,-0.24378866319231654,-0.3220794176547038,-0.362770109839966,-0.11906561158518758,-0.4095847227753459,-0.30231338065481034,-0.5360431004129655,-0.4167293422513535,-0.39124539724733587,-0.49911463873166284,-0.5717273248394174,-0.2270788422059055,-0.06288757962433317,-0.3656215891884091,-0.38536049856399035,-0.17113491953792215,-0.38841395198836887,1.2281019392642407,0.040358217366068656,-0.13844196397391773,0.17296987745869022,0.6310438096482023,0.8625898473238316
-0.4993044247971477,-0.3282966107633057,-0.34646469715223704,-0.4554772878491784,-0.3743580981789526,-0.12047695564736573,-0.4476086282189812,-0.362770109839966,-0.24403662213639649,-0.4997336582449442,-0.38299210493998975,-0.47209037336384896,-0.4167293422513535,-0.4618806626484574,-0.4543794324442439,-0.5717273248394174,-0.5430321668566811,-0.2646948535827465,-0.45381681541592733,-0.5205171706247315,-0.3795309413080513,-0.44769818676554096,-0.34571773085670937,0.6009572376113375,0.01688643240992067,-0.36727991656037157,-0.3987589885107303,-0.5052042070380568
-0.4993044247971477,-0.42648463453246854,-0.43097617935479204,-0.3935500927830373,-0.47358707274703654,-0.613723785827169,-0.4476086282189812,-0.362770109839966,-0.6189496537900232,-0.45465919051014503,-0.38299210493998975,-0.5360431004129655,-0.3745772850258258,-0.39124539724733587,-0.4096442261568249,-0.47572421625068395,-0.2270788422059055,-0.36559849056195315,-0.45381681541592733,-0.4529388345943609,-0.4837289521931159,-0.38841395198836887,0.4411921042037657,-0.0293354302603495,0.2883958830530851,-0.12333166113265662,-0.2928862065791517,-0.25366358123303084
-0.4993044247971477,-0.3282966107633057,-0.34646469715223704,-0.4554772878491784,-0.47358707274703654,-0.36710037073726737,-0.4476086282189812,-0.362770109839966,-0.6189496537900232,-0.3645102550405468,-0.38299210493998975,-0.5360431004129655,-0.4167293422513535,-0.3206101318462144,-0.4543794324442439,-0.5717273248394174,-0.3060671733685994,-0.46650212754115983,-0.5420120416434456,-0.38536049856399035,-0.5879269630781805,-0.38841395198836887,0.04773718667352818,0.7610449253501984,0.17032487787590833,-0.10726831688779824,-0.5945198685913686,-0.54099322914514
-0.21351833955141186,-0.42648463453246854,-0.34646469715223704,-0.5174044829153196,-0.3743580981789526,-0.24378866319231654,-0.5731378387832584,-0.4298577328925624,-0.4939786432388143,-0.4095847227753459,-0.4636708292251692,-0.4081376463147324,-0.45888139947688117,-0.10870433564284986,-0.4543794324442439,-0.47572421625068395,-0.4640438356939872,-0.16379121660353985,-0.2774263629608908,-0.5205171706247315,-0.27533293042298673,-0.44769818676554096,-0.34571773085670937,0.7824233420363302,0.6741831148323448,0.7140774723399672,0.4086460990915771,0.3491600303708077
-0.14207181823997792,-0.3282966107633057,-0.26195321494968205,-0.3935500927830373,-0.3743580981789526,-0.36710037073726737,0.05450821403812805,-0.4298577328925624,0.005905398966021323,-0.45465919051014503,-0.38299210493998975,-0.4081376463147324,-0.33242522780029815,-0.3206101318462144,-0.4096442261568249,-0.37972110766195055,-0.3850555045312933,-0.16379121660353985,-0.3656215891884091,-0.4529388345943609,-0.17113491953792215,-0.44769818676554096,-0.6080210092102011,0.605297948124093,0.8018708686341546,1.0422643524173287,0.9233466407575928,0.9433719699741777
-0.28496486086284584,-0.3282966107633057,-0.17744173274712702,-0.14584131251847282,-0.3743580981789526,-0.4904120782822182,-0.19655020709042656,-0.09441961762958019,0.005905398966021323,-0.3194357873057476,-0.4636708292251692,-0.28023219221649925,-0.4167293422513535,-0.24997486644509287,-0.49911463873166284,-0.28371799907321715,-0.14809051104321158,0.23982333131328684,-0.2774263629608908,-0.31778216253361985,-0.3795309413080513,-0.5069824215427131,0.4411921042037657,0.6868541205277058,0.9350220034261878,1.0050623559089245,0.906343132410799,0.9962704313789935
-0.07062529692854394,-0.13192056322497997,-0.09293025054457199,-0.3316228977168962,-0.2751291236108687,-0.12047695564736573,0.05450821403812805,-0.362770109839966,-0.11906561158518758,-0.45465919051014503,-0.4636708292251692,-0.15232673811826614,-0.3745772850258258,-0.3206101318462144,-0.4543794324442439,-0.47572421625068395,-0.4640438356939872,-0.06288757962433317,-0.10103591050585428,-0.4529388345943609,-0.3795309413080513,-0.32912971721119677,-0.34571773085670937,0.8359586385403674,1.0938558100141031,1.1961545136066576,1.0680800104754802,1.0217465058800868
0.0008212243828900208,-0.42648463453246854,-0.09293025054457199,-0.3316228977168962,-0.17590014904278478,-0.4904120782822182,-0.3220794176547038,-0.16150724068217662,-0.11906561158518758,-0.2743613195709485,-0.14095593208445142,-0.15232673811826614,-0.2902731705747705,-0.3206101318462144,-0.27543860729456804,-0.37972110766195055,-0.14809051104321158,-0.2646948535827465,-0.45381681541592733,-0.38536049856399035,-0.17113491953792215,-0.44769818676554096,0.17888882585027402,-0.012842557479024968,0.3366456436014315,0.44774209765706996,0.6625875086019017,0.9296961571013872
-0.14207181823997792,-0.23010858699414283,-0.43097617935479204,-0.3316228977168962,-0.3743580981789526,-0.24378866319231654,-0.4476086282189812,-0.4298577328925624,-0.11906561158518758,-0.4095847227753459,-0.30231338065481034,-0.34418491926561584,-0.24812111334924278,-0.3206101318462144,-0.49911463873166284,-0.37972110766195055,-0.2270788422059055,-0.46650212754115983,-0.18923113673337255,-0.4529388345943609,-0.17113491953792215,-0.2698454824340247,-0.21456609167996352,0.7369250996165893,0.6917447002837364,0.8015209973815215,0.7291086853918239,0.7742565373121673
-0.4993044247971477,-0.5246726583016313,-0.43097617935479204,-0.5174044829153196,-0.5728160473151205,-0.36710037073726737,-0.4476086282189812,-0.4969453559451589,-0.11906561158518758,-0.45465919051014503,-0.5443495535103486,-0.5360431004129655,-0.45888139947688117,-0.4618806626484574,-0.4543794324442439,-0.47572421625068395,-0.14809051104321158,-0.36559849056195315,-0.45381681541592733,-0.31778216253361985,-0.5879269630781805,-0.38841395198836887,0.17888882585027402,-1.320679041396136,-2.641455849575627,-2.2166800075947806,-1.2011416830963206,-0.5543722388227756
-0.4993044247971477,-0.5246726583016313,-0.515487661557347,-0.3316228977168962,-0.47358707274703654,-0.36710037073726737,-0.3220794176547038,-0.4298577328925624,-0.11906561158518758,-0.4997336582449442,-0.30231338065481034,-0.5360431004129655,-0.45888139947688117,-0.39124539724733587,-0.49911463873166284,-0.28371799907321715,-0.5430321668566811,-0.46650212754115983,-0.18923113673337255,-0.4529388345943609,-0.4837289521931159,-0.44769818676554096,-0.08341445250321768,0.6266578518518247,0.6885106047902217,0.5952392033095836,0.2664507964115338,0.2740774078423081
