ACC,std_ACC,MCC,std_MCC,F1,std_F1,balanced_ACC,std_balanced_ACC,kappa,std_kappa,gmean,std_gmean
0.9149,0.03,0.7658,0.09,0.8158,0.07,0.8741,0.05,0.7609,0.09,0.8683,0.06
